corpus_id,bucket,register,category,court,question_type,level,WC,FRE,ARI,TTR,MTLD,MCD,MaxCD,MLS,MLC,CT_T,DC_C,NomR,MAL,MaxAL,LeftBR,MeanArcCross,MaxArcCross,n_sent
brown_cj01_291,baseline,brown_news_general,learned,,,,330,48.746,11.624,0.4574,34.21,0.9,2,33.6,16.8,0.6667,0.5,0.162,3.3032,20.8,0.5215,1.9882,5.1,10
brown_cj02_292,baseline,brown_news_general,learned,,,,135,48.14,10.628,0.5682,41.79,0.7143,2,19.429,11.333,0.625,0.4167,0.0972,2.3694,9.429,0.6047,1.1893,3.429,7
brown_cj02_293,baseline,brown_news_general,learned,,,,142,49.217,11.566,0.6259,62.66,0.625,1,17.75,14.2,0.75,0.6,0.0933,1.9534,8.25,0.4851,0.9363,2.75,8
brown_cj02_294,baseline,brown_news_general,learned,,,,181,48.043,9.969,0.648,98.85,0.7,2,18.2,10.706,0.5833,0.4118,0.098,2.293,8.7,0.5,1.0496,3.3,10
brown_cj02_295,baseline,brown_news_general,learned,,,,314,48.488,9.977,0.5067,57.65,0.7368,2,16.526,10.129,0.6111,0.4516,0.0741,2.053,7.263,0.5322,0.9005,2.895,19
brown_cj02_296,baseline,brown_news_general,learned,,,,132,50.575,14.0,0.5077,30.74,1.0,2,26.6,13.3,0.5714,0.5,0.0645,2.2691,13.2,0.4844,1.1397,3.6,5
brown_cj02_297,baseline,brown_news_general,learned,,,,178,54.632,10.448,0.5747,53.03,0.875,2,22.25,11.125,0.8,0.5625,0.044,2.4415,12.625,0.5353,1.2847,3.75,8
brown_cj02_298,baseline,brown_news_general,learned,,,,207,55.726,10.3,0.4831,46.63,0.8182,3,18.818,9.0,0.5455,0.5217,0.07,1.9852,8.455,0.5765,0.8532,2.545,11
brown_cj02_299,baseline,brown_news_general,learned,,,,220,38.762,13.078,0.4676,30.27,0.6667,2,18.333,11.579,0.5455,0.4737,0.0762,1.897,8.417,0.4904,0.8578,2.667,12
brown_cj03_300,baseline,brown_news_general,learned,,,,141,73.746,7.592,0.5643,51.33,0.875,2,17.75,8.353,0.5455,0.5294,0.0597,2.2968,8.75,0.5149,1.12,3.25,8
brown_cj03_301,baseline,brown_news_general,learned,,,,181,56.728,12.398,0.5198,43.79,2.0,4,30.167,9.05,0.8889,0.75,0.0128,2.7264,14.5,0.5543,1.5383,4.5,6
brown_cj03_302,baseline,brown_news_general,learned,,,,165,35.245,14.594,0.6061,75.45,1.0,3,28.5,10.688,0.7143,0.625,0.1744,2.0951,11.667,0.503,0.9423,3.0,6
brown_cj03_303,baseline,brown_news_general,learned,,,,243,45.0,12.444,0.4156,41.28,1.3333,3,27.222,10.208,0.6667,0.625,0.1053,2.3564,14.111,0.4746,1.2172,3.667,9
brown_cj03_304,baseline,brown_news_general,learned,,,,261,55.428,11.048,0.4789,42.76,0.7333,2,17.533,10.52,0.5556,0.48,0.1404,1.9714,8.867,0.4758,0.9311,2.733,15
brown_cj03_305,baseline,brown_news_general,learned,,,,146,47.755,10.735,0.5417,43.66,0.8571,2,20.857,10.429,0.5,0.5,0.125,2.2771,9.714,0.4748,1.0957,3.0,7
brown_cj04_306,baseline,brown_news_general,learned,,,,187,34.489,12.777,0.508,29.58,0.25,1,15.667,14.462,0.2143,0.2308,0.15,2.2355,8.75,0.5511,1.0378,3.0,12
brown_cj04_307,baseline,brown_news_general,learned,,,,192,59.289,8.942,0.4894,37.19,1.0,2,19.4,8.818,0.6364,0.5455,0.1294,2.2593,9.2,0.5707,1.0553,3.1,10
brown_cj04_308,baseline,brown_news_general,learned,,,,204,54.476,9.335,0.5099,46.91,0.6154,1,15.846,10.3,0.6,0.45,0.0909,1.8664,7.538,0.5285,0.806,2.538,13
brown_cj04_309,baseline,brown_news_general,learned,,,,184,46.475,11.866,0.5856,43.54,1.1429,2,26.571,11.625,0.7,0.5625,0.092,2.3567,12.0,0.486,1.1628,3.429,7
brown_cj04_310,baseline,brown_news_general,learned,,,,187,21.852,22.112,0.5278,44.88,1.6,2,39.8,12.438,0.9,0.6875,0.0957,2.7593,17.2,0.5567,1.44,4.2,5
brown_cj04_311,baseline,brown_news_general,learned,,,,163,43.074,10.874,0.5696,47.17,0.5556,2,19.667,11.8,0.3636,0.4,0.0816,2.1108,10.222,0.5238,0.9021,2.556,9
brown_cj04_312,baseline,brown_news_general,learned,,,,133,44.396,13.407,0.6336,68.07,1.6,3,28.0,9.333,0.7143,0.6667,0.1061,2.4233,12.0,0.4741,1.1845,3.8,5
brown_cj05_313,baseline,brown_news_general,learned,,,,149,26.125,21.293,0.6486,84.26,0.8,2,31.4,15.7,0.4286,0.5,0.0388,2.9572,17.8,0.5526,1.6062,3.8,5
brown_cj05_314,baseline,brown_news_general,learned,,,,155,36.521,16.07,0.5677,61.86,0.8333,2,26.0,11.143,0.6,0.5714,0.0833,2.615,13.0,0.5933,1.417,3.833,6
brown_cj05_315,baseline,brown_news_general,learned,,,,213,23.32,17.346,0.6154,82.3,1.4444,3,23.778,9.304,0.8889,0.6522,0.0984,2.4118,10.778,0.5317,1.2692,3.889,9
brown_cj05_316,baseline,brown_news_general,learned,,,,127,32.054,18.067,0.6378,78.77,0.75,1,31.75,15.875,0.6,0.625,0.0588,2.7625,15.25,0.5285,1.5555,5.0,4
brown_cj06_317,baseline,brown_news_general,learned,,,,169,35.077,16.036,0.5385,44.52,1.3333,3,28.667,12.286,0.6667,0.5714,0.1294,2.4196,14.667,0.4578,1.2674,3.167,6
brown_cj06_318,baseline,brown_news_general,learned,,,,286,9.631,22.762,0.4965,51.35,2.0,5,35.875,10.63,0.6,0.7037,0.1854,2.365,16.75,0.4695,1.2613,4.0,8
brown_cj06_319,baseline,brown_news_general,learned,,,,271,43.844,15.844,0.4701,53.86,0.8,2,27.4,13.048,0.6667,0.5714,0.0845,2.3653,10.9,0.4697,1.2228,3.4,10
brown_cj06_320,baseline,brown_news_general,learned,,,,223,59.405,10.82,0.5694,67.34,0.5294,3,13.353,11.947,0.5,0.4737,0.084,1.7414,5.176,0.5857,0.759,2.471,17
brown_cj06_321,baseline,brown_news_general,learned,,,,153,23.717,18.71,0.4934,27.87,0.6667,2,25.667,15.4,0.5,0.5,0.1519,2.4187,14.333,0.4392,1.2279,3.333,6
brown_cj06_322,baseline,brown_news_general,learned,,,,162,31.119,16.747,0.6115,52.34,0.6667,3,27.167,13.583,0.375,0.5,0.1519,2.6798,15.167,0.4268,1.3718,4.0,6
brown_cj06_323,baseline,brown_news_general,learned,,,,152,26.949,17.452,0.5986,65.28,1.0,3,25.5,10.929,0.5714,0.5714,0.1647,2.3015,10.667,0.5374,1.1807,3.667,6
brown_cj07_324,baseline,brown_news_general,learned,,,,140,29.761,17.094,0.5809,43.2,1.0,2,36.75,16.333,0.6,0.5556,0.1159,3.117,20.0,0.5524,1.73,4.75,4
brown_cj07_325,baseline,brown_news_general,learned,,,,160,37.535,15.855,0.5723,57.44,1.1429,4,23.714,11.857,0.5714,0.5714,0.0633,2.2655,10.0,0.5472,1.0705,2.857,7
brown_cj07_326,baseline,brown_news_general,learned,,,,135,28.713,14.275,0.6667,73.03,0.4286,1,19.429,13.6,0.4286,0.3,0.1781,2.2847,11.571,0.4729,1.1165,3.429,7
brown_cj07_327,baseline,brown_news_general,learned,,,,353,35.225,12.748,0.4972,52.9,0.8667,3,23.867,12.345,0.5714,0.5172,0.1602,2.5261,12.333,0.5598,1.3308,3.933,15
brown_cj07_328,baseline,brown_news_general,learned,,,,262,49.056,11.948,0.4567,47.04,0.8,2,26.8,14.105,0.5455,0.4737,0.082,2.3674,13.6,0.4767,1.1679,3.6,10
brown_cj07_329,baseline,brown_news_general,learned,,,,221,32.43,14.552,0.5509,64.36,0.5,1,22.7,15.133,0.3636,0.4667,0.1531,2.3687,10.3,0.4608,1.1344,3.3,10
brown_cj08_330,baseline,brown_news_general,learned,,,,130,47.419,11.877,0.7063,91.04,0.7143,1,19.143,11.167,0.8333,0.5,0.0423,2.4759,10.571,0.5748,1.1739,3.143,7
brown_cj08_331,baseline,brown_news_general,learned,,,,178,43.332,10.471,0.573,79.21,1.1,3,17.8,8.476,0.75,0.5238,0.0658,2.1384,8.7,0.5714,0.982,2.9,10
brown_cj09_332,baseline,brown_news_general,learned,,,,139,58.477,8.539,0.5328,47.93,0.3333,1,15.556,12.727,0.3,0.2727,0.029,2.2492,8.0,0.4275,1.009,2.889,9
brown_cj09_333,baseline,brown_news_general,learned,,,,226,51.755,12.253,0.463,46.2,0.5,2,22.8,13.412,0.3077,0.4118,0.0992,2.6318,12.0,0.4954,1.4109,4.1,10
brown_cj09_334,baseline,brown_news_general,learned,,,,140,45.867,8.996,0.6328,66.46,0.5,1,24.167,14.5,0.3,0.4,0.0154,2.5119,10.5,0.446,1.2167,3.167,6
brown_cj09_335,baseline,brown_news_general,learned,,,,205,34.16,11.784,0.5691,72.48,0.4,1,20.9,17.417,0.5,0.3333,0.1053,2.623,13.1,0.4874,1.2995,3.8,10
brown_cj09_336,baseline,brown_news_general,learned,,,,166,24.777,14.689,0.5455,43.0,1.1429,3,24.0,10.5,0.8571,0.5625,0.0989,2.6815,16.714,0.4845,1.42,4.0,7
brown_cj10_337,baseline,brown_news_general,learned,,,,268,59.046,13.217,0.6306,113.2,1.2,3,27.1,11.292,0.6923,0.625,0.0,2.7737,13.6,0.4828,1.4713,4.1,10
brown_cj10_338,baseline,brown_news_general,learned,,,,139,69.907,9.07,0.6934,108.12,0.875,3,17.5,8.75,0.625,0.5625,0.0435,2.1129,6.5,0.5758,0.8843,2.375,8
brown_cj10_339,baseline,brown_news_general,learned,,,,233,66.634,11.011,0.5923,81.64,1.5,3,24.2,8.067,0.7692,0.6667,0.0244,2.4629,11.9,0.556,1.2404,3.8,10
brown_cj10_340,baseline,brown_news_general,learned,,,,299,65.786,11.117,0.5201,70.93,1.3077,3,23.154,9.71,0.6667,0.6774,0.0199,2.6304,14.615,0.5486,1.3676,3.692,13
brown_cj10_341,baseline,brown_news_general,learned,,,,218,57.879,11.539,0.6147,77.07,1.2727,3,20.091,8.185,0.8182,0.5926,0.0278,2.3483,9.091,0.5667,1.1323,3.727,11
brown_cj10_342,baseline,brown_news_general,learned,,,,159,60.338,11.517,0.6667,70.67,0.5714,1,23.143,14.727,0.4444,0.3636,0.0704,2.3285,8.571,0.4903,1.1335,3.571,7
brown_cj10_343,baseline,brown_news_general,learned,,,,170,63.343,10.168,0.6,85.0,1.25,2,21.25,9.444,0.8,0.5556,0.0,2.5512,11.125,0.5679,1.3211,4.0,8
brown_cj10_344,baseline,brown_news_general,learned,,,,141,50.79,11.39,0.6619,74.36,0.5,2,23.667,15.778,0.25,0.4444,0.0714,2.3968,13.167,0.4779,1.1992,3.333,6
brown_cj10_345,baseline,brown_news_general,learned,,,,146,67.206,9.622,0.7397,151.53,1.0,2,18.625,8.765,0.4545,0.5294,0.0725,2.3415,10.875,0.5603,1.068,3.125,8
brown_cj11_346,baseline,brown_news_general,learned,,,,168,42.482,14.147,0.7083,137.53,1.6667,5,28.5,9.0,0.7778,0.6842,0.1059,2.8594,15.833,0.5636,1.6105,4.667,6
brown_cj11_347,baseline,brown_news_general,learned,,,,130,40.44,16.569,0.5769,56.12,1.0,3,26.2,10.917,0.5,0.5833,0.0678,2.3945,12.0,0.4444,1.1739,3.6,5
brown_cj11_348,baseline,brown_news_general,learned,,,,203,46.541,16.04,0.6502,117.66,1.4286,3,29.429,11.444,0.7778,0.6667,0.0326,3.0442,15.0,0.5176,1.6691,4.714,7
brown_cj11_349,baseline,brown_news_general,learned,,,,151,50.189,14.89,0.6358,71.26,1.5,4,25.167,9.438,0.6,0.625,0.0843,2.252,15.333,0.4828,1.0608,3.0,6
brown_cj11_350,baseline,brown_news_general,learned,,,,263,54.093,11.371,0.54,55.71,0.5455,2,24.636,15.056,0.4286,0.3889,0.0741,2.4385,11.818,0.4462,1.1855,3.545,11
brown_cj11_351,baseline,brown_news_general,learned,,,,152,42.311,13.038,0.6846,104.38,1.2857,3,22.143,9.118,0.75,0.5882,0.0779,2.4252,12.286,0.5676,1.2034,3.429,7
brown_cj12_352,baseline,brown_news_general,learned,,,,152,37.302,13.637,0.5714,57.14,0.1429,1,21.857,19.125,0.1111,0.125,0.0353,2.7796,11.714,0.5411,1.397,3.857,7
brown_cj12_353,baseline,brown_news_general,learned,,,,144,32.075,15.088,0.6783,76.07,0.5,2,24.167,14.5,0.375,0.4,0.1096,2.7799,14.0,0.5324,1.496,4.167,6
brown_cj12_354,baseline,brown_news_general,learned,,,,178,41.768,13.391,0.6353,58.87,0.5714,2,25.429,13.692,0.375,0.4615,0.0641,2.3557,12.286,0.462,1.0894,3.714,7
brown_cj12_355,baseline,brown_news_general,learned,,,,156,27.488,14.47,0.6053,66.61,0.8571,2,22.286,11.143,0.5714,0.5,0.1053,2.361,9.714,0.4899,1.1331,3.571,7
brown_cj12_356,baseline,brown_news_general,learned,,,,273,27.899,17.362,0.5496,87.71,0.9,3,27.7,14.579,0.5,0.4737,0.058,3.1849,16.9,0.4794,1.7115,4.5,10
brown_cj12_357,baseline,brown_news_general,learned,,,,138,42.76,12.762,0.6418,85.88,1.0,2,20.143,9.4,0.8889,0.5333,0.0986,2.8159,10.571,0.4627,1.4117,3.857,7
brown_cj12_358,baseline,brown_news_general,learned,,,,280,47.851,11.077,0.4574,31.11,0.5714,2,20.0,12.174,0.3333,0.4348,0.0137,2.5121,11.143,0.4586,1.2612,3.643,14
brown_cj13_359,baseline,brown_news_general,learned,,,,199,45.766,15.244,0.5323,43.99,1.0,3,28.429,12.438,0.4444,0.5625,0.0899,2.6399,13.714,0.4323,1.4346,4.286,7
brown_cj13_360,baseline,brown_news_general,learned,,,,117,45.546,14.477,0.5299,39.17,1.0,1,33.75,15.0,0.6667,0.5556,0.05,2.5059,13.5,0.5115,1.2616,4.5,4
brown_cj13_361,baseline,brown_news_general,learned,,,,190,39.361,14.138,0.5368,52.06,0.4444,1,21.111,12.667,0.4444,0.4,0.1176,2.0125,7.889,0.4751,0.8635,2.889,9
brown_cj13_362,baseline,brown_news_general,learned,,,,216,25.898,18.448,0.5794,70.99,1.2857,3,30.857,12.706,0.7778,0.5882,0.11,2.7918,16.571,0.4115,1.5374,4.143,7
brown_cj13_363,baseline,brown_news_general,learned,,,,134,52.102,12.04,0.5254,39.94,0.8,3,26.8,14.889,0.4,0.4444,0.102,2.3658,11.2,0.3256,1.2423,4.4,5
brown_cj13_364,baseline,brown_news_general,learned,,,,175,45.738,14.76,0.4943,46.11,0.5,2,31.833,23.875,0.1667,0.375,0.1176,2.8414,13.333,0.4703,1.5804,4.833,6
brown_cj13_365,baseline,brown_news_general,learned,,,,172,49.224,10.809,0.5217,38.86,0.4444,1,19.444,14.583,0.4,0.3333,0.1471,2.1589,9.333,0.4398,1.0034,3.333,9
brown_cj13_366,baseline,brown_news_general,learned,,,,273,52.38,13.323,0.4917,38.88,0.75,2,34.875,18.6,0.5,0.5333,0.1,3.701,23.125,0.417,2.0531,5.625,8
brown_cj14_367,baseline,brown_news_general,learned,,,,321,32.548,15.036,0.4888,59.07,0.7857,2,23.714,12.769,0.5263,0.4615,0.0938,2.6744,12.5,0.4843,1.3316,3.714,14
brown_cj14_368,baseline,brown_news_general,learned,,,,151,34.995,17.463,0.6467,63.04,0.6667,2,25.667,17.111,0.4286,0.5556,0.0779,1.9448,8.833,0.4527,0.9527,3.0,6
brown_cj14_369,baseline,brown_news_general,learned,,,,163,41.508,13.444,0.6711,83.48,1.0,2,23.571,9.706,0.5714,0.5882,0.1039,2.7375,12.143,0.4684,1.3994,4.286,7
brown_cj14_370,baseline,brown_news_general,learned,,,,168,25.329,17.727,0.5808,51.26,1.3333,3,28.333,12.143,0.625,0.5714,0.1558,2.2724,12.833,0.4756,1.1105,3.333,6
brown_cj14_371,baseline,brown_news_general,learned,,,,179,24.85,15.367,0.523,48.81,1.8333,3,30.667,9.684,0.8571,0.6842,0.1868,2.2665,13.833,0.4213,1.1037,3.667,6
brown_cj15_372,baseline,brown_news_general,learned,,,,226,53.664,7.665,0.5427,72.88,0.4167,2,19.25,14.438,0.25,0.3125,0.093,2.5891,12.0,0.3881,1.194,3.583,12
brown_cj15_373,baseline,brown_news_general,learned,,,,153,35.376,12.941,0.7143,147.0,0.25,1,19.375,15.5,0.1818,0.2,0.1,2.3235,10.125,0.5782,1.0729,3.0,8
brown_cj15_374,baseline,brown_news_general,learned,,,,130,38.592,11.412,0.7119,92.12,0.375,1,16.25,10.833,0.5,0.4167,0.1231,2.3535,8.125,0.4918,0.9833,2.625,8
brown_cj15_375,baseline,brown_news_general,learned,,,,160,38.844,12.21,0.6194,55.21,0.3333,1,17.778,14.545,0.3333,0.2727,0.043,2.2437,8.0,0.5232,1.0359,3.0,9
brown_cj15_376,baseline,brown_news_general,learned,,,,172,34.061,14.155,0.5562,60.26,0.3,1,17.5,13.462,0.1765,0.2308,0.0421,2.1894,7.4,0.4909,0.9731,2.8,10
brown_cj15_377,baseline,brown_news_general,learned,,,,271,34.594,13.713,0.5076,67.81,0.6667,2,18.267,9.786,0.4167,0.4643,0.0584,2.3068,9.8,0.444,1.0463,3.0,15
brown_cj16_378,baseline,brown_news_general,learned,,,,335,46.177,13.577,0.551,88.85,1.0833,2,28.333,10.0,0.7778,0.6471,0.0743,2.4862,13.25,0.4451,1.2055,3.833,12
brown_cj16_379,baseline,brown_news_general,learned,,,,165,39.346,13.933,0.6218,50.52,0.8571,2,24.143,12.071,0.4545,0.5,0.1294,2.6587,11.714,0.5247,1.3651,3.857,7
brown_cj16_380,baseline,brown_news_general,learned,,,,187,50.554,14.105,0.4716,41.01,0.625,2,23.625,14.538,0.3333,0.3846,0.1562,2.4869,9.625,0.4751,1.2897,4.0,8
brown_cj16_381,baseline,brown_news_general,learned,,,,154,35.755,15.829,0.5352,48.89,1.0,1,31.0,17.222,0.5714,0.5556,0.1831,3.348,20.0,0.5133,1.9942,5.0,5
brown_cj16_382,baseline,brown_news_general,learned,,,,202,35.712,19.369,0.5464,51.83,0.8571,2,29.714,16.0,0.625,0.6154,0.102,3.0419,17.143,0.4776,1.7907,4.857,7
brown_cj16_383,baseline,brown_news_general,learned,,,,142,37.444,15.0,0.6014,54.36,0.7143,1,20.571,11.077,0.6667,0.4615,0.0714,2.1099,9.714,0.438,0.9719,3.143,7
brown_cj16_384,baseline,brown_news_general,learned,,,,140,34.497,16.915,0.5857,50.3,0.3333,2,23.667,15.778,0.125,0.3333,0.08,2.2517,11.833,0.4706,1.0556,3.333,6
brown_cj16_385,baseline,brown_news_general,learned,,,,207,36.302,17.733,0.5268,52.39,0.625,2,26.25,17.5,0.3636,0.4167,0.0708,2.873,17.25,0.5297,1.5925,4.375,8
brown_cj17_386,baseline,brown_news_general,learned,,,,155,6.17,20.582,0.6065,70.59,1.6,3,32.0,12.308,0.6667,0.6154,0.2381,3.0041,17.8,0.5161,1.7523,4.4,5
brown_cj17_387,baseline,brown_news_general,learned,,,,194,-7.356,19.817,0.6062,84.82,0.5,1,19.9,15.308,0.3636,0.3846,0.1293,2.2241,9.6,0.5132,1.1159,2.9,10
brown_cj17_388,baseline,brown_news_general,learned,,,,176,4.497,19.988,0.5568,45.74,0.6667,2,29.5,14.75,0.4286,0.5,0.2088,2.6938,12.833,0.4912,1.4745,4.167,6
brown_cj17_389,baseline,brown_news_general,learned,,,,158,16.797,19.848,0.6329,70.01,1.3333,3,26.333,9.294,0.6667,0.6471,0.1765,2.6135,13.667,0.4671,1.3662,4.5,6
brown_cj17_390,baseline,brown_news_general,learned,,,,190,8.304,20.426,0.5421,56.61,0.7143,1,27.143,14.615,0.6667,0.4615,0.1845,2.8448,17.0,0.5027,1.6555,4.714,7
brown_cj17_391,baseline,brown_news_general,learned,,,,186,-8.385,22.649,0.6559,106.87,1.1667,3,31.667,12.667,0.7778,0.6,0.1696,2.9839,17.5,0.5217,1.6712,4.333,6
brown_cj17_392,baseline,brown_news_general,learned,,,,153,16.529,18.92,0.6513,89.22,1.1667,3,25.833,11.071,0.8571,0.6429,0.1948,2.2749,11.167,0.5772,1.2846,3.5,6
brown_cj17_393,baseline,brown_news_general,learned,,,,198,23.638,14.221,0.6162,106.93,0.9091,3,18.182,8.696,0.6429,0.5652,0.1351,2.1744,7.818,0.5185,0.9874,2.909,11
brown_cj17_394,baseline,brown_news_general,learned,,,,180,-15.56,29.487,0.5922,51.04,1.4,2,36.6,14.077,1.0,0.6923,0.14,2.7135,17.4,0.4438,1.7214,4.4,5
brown_cj18_395,baseline,brown_news_general,learned,,,,257,48.183,9.532,0.4506,41.02,1.0,3,19.846,9.556,0.5833,0.5926,0.0256,2.2409,10.462,0.498,1.1224,3.0,13
brown_cj18_396,baseline,brown_news_general,learned,,,,139,55.065,12.68,0.5693,49.84,1.25,2,34.75,9.267,0.8333,0.7333,0.0508,2.8616,24.0,0.563,1.6586,4.5,4
brown_cj18_397,baseline,brown_news_general,learned,,,,131,78.4,3.717,0.4688,25.99,0.875,2,16.5,8.8,0.8333,0.6,0.0465,2.0947,9.25,0.4677,0.9134,2.75,8
brown_cj18_398,baseline,brown_news_general,learned,,,,228,50.856,10.53,0.3689,24.88,0.8182,2,20.909,9.583,0.5625,0.5833,0.0494,2.6848,12.545,0.4749,1.3481,4.182,11
brown_cj18_399,baseline,brown_news_general,learned,,,,137,66.646,6.156,0.5109,32.7,0.7778,2,15.222,9.786,0.375,0.6429,0.1852,2.245,9.0,0.4922,0.9467,2.889,9
gutenberg_85706_15,baseline,gutenberg_fiction,,,,,229,41.743,19.135,0.7249,233.07,1.2857,2,33.571,13.824,0.6364,0.6471,0.0075,3.4613,21.429,0.4386,1.9446,5.0,7
gutenberg_85706_16,baseline,gutenberg_fiction,,,,,270,46.038,15.951,0.6815,165.73,1.2222,3,31.0,9.964,0.7059,0.6786,0.0672,2.681,16.556,0.463,1.4111,4.333,9
gutenberg_85706_21,baseline,gutenberg_fiction,,,,,171,39.038,19.248,0.7251,174.2,1.6,3,35.8,10.529,0.7,0.7059,0.0326,2.907,17.2,0.4195,1.5438,4.4,5
gutenberg_85706_30,baseline,gutenberg_fiction,,,,,145,46.946,13.814,0.7172,124.13,1.6667,5,24.667,6.727,0.6667,0.7273,0.0714,2.1845,12.167,0.4648,0.9836,2.833,6
gutenberg_85706_32,baseline,gutenberg_fiction,,,,,140,56.349,15.212,0.7571,161.41,1.25,3,36.25,11.154,0.7143,0.6923,0.0147,2.6061,16.0,0.4397,1.3227,3.75,4
gutenberg_85706_40,baseline,gutenberg_fiction,,,,,134,59.161,12.443,0.7239,135.88,1.6667,3,22.833,6.524,0.8,0.7143,0.0417,2.7938,17.333,0.458,1.3941,3.667,6
gutenberg_85706_51,baseline,gutenberg_fiction,,,,,133,29.53,23.862,0.7669,159.77,2.3333,3,44.333,7.389,1.0,0.8333,0.0857,2.63,23.333,0.5308,1.3725,4.0,3
gutenberg_85706_59,baseline,gutenberg_fiction,,,,,160,41.979,21.207,0.6813,103.34,3.0,5,53.667,12.385,0.5714,0.7692,0.0845,3.0989,22.667,0.443,1.7923,5.0,3
gutenberg_85706_132,baseline,gutenberg_fiction,,,,,146,51.0,18.305,0.7534,165.79,2.5,4,37.5,6.818,0.75,0.8636,0.0147,2.5479,16.5,0.5548,1.2264,3.5,4
gutenberg_85706_133,baseline,gutenberg_fiction,,,,,132,79.148,6.956,0.75,109.44,1.0,2,15.0,7.105,0.7143,0.5263,0.0328,2.1438,7.333,0.4206,0.833,2.778,9
gutenberg_85706_137,baseline,gutenberg_fiction,,,,,141,42.13,23.148,0.7376,128.83,1.6667,2,49.0,11.308,0.6154,0.7692,0.0161,4.1621,33.333,0.4653,2.5625,6.667,3
gutenberg_85706_143,baseline,gutenberg_fiction,,,,,156,55.172,13.157,0.6603,96.0,1.6667,4,26.5,7.227,0.75,0.7273,0.0645,2.5994,13.833,0.5425,1.3136,3.667,6
gutenberg_85706_144,baseline,gutenberg_fiction,,,,,196,52.909,13.601,0.7398,210.91,1.25,4,24.875,8.292,0.7273,0.6667,0.0316,2.5622,14.25,0.5236,1.2552,3.75,8
gutenberg_85706_148,baseline,gutenberg_fiction,,,,,171,59.84,14.5,0.7135,145.7,1.1429,2,25.143,8.8,0.75,0.65,0.033,2.5721,12.286,0.4497,1.2556,3.714,7
gutenberg_85706_175,baseline,gutenberg_fiction,,,,,152,49.769,14.198,0.7368,161.73,1.8333,3,25.333,6.08,0.5833,0.76,0.0845,2.6234,16.0,0.4795,1.3374,4.0,6
gutenberg_85706_181,baseline,gutenberg_fiction,,,,,160,52.214,16.148,0.725,161.45,1.8,3,32.2,10.062,0.5625,0.6875,0.08,2.9669,20.4,0.4359,1.6446,4.2,5
gutenberg_85706_182,baseline,gutenberg_fiction,,,,,137,49.803,17.595,0.7007,103.7,1.75,3,34.5,8.625,0.7273,0.75,0.0923,2.9609,19.75,0.4328,1.585,4.75,4
gutenberg_85706_183,baseline,gutenberg_fiction,,,,,131,60.769,13.35,0.7252,132.24,2.25,3,33.0,8.25,0.5714,0.75,0.0164,2.9266,19.5,0.3984,1.6312,4.25,4
gutenberg_85706_186,baseline,gutenberg_fiction,,,,,132,60.81,12.121,0.7424,143.49,1.4,3,26.8,8.375,0.875,0.6875,0.0606,2.519,11.2,0.4186,1.2201,3.8,5
gutenberg_85706_187,baseline,gutenberg_fiction,,,,,192,25.991,31.74,0.6458,100.86,2.5,5,48.5,9.238,0.7692,0.8095,0.0222,3.0562,19.0,0.4316,1.7528,4.75,4
gutenberg_85706_224,baseline,gutenberg_fiction,,,,,230,65.835,13.689,0.6391,102.27,1.8333,3,40.0,7.273,0.7778,0.8182,0.0206,2.9946,17.333,0.4915,1.6006,4.0,6
gutenberg_85706_225,baseline,gutenberg_fiction,,,,,131,63.807,15.367,0.7405,141.33,1.75,3,34.0,9.714,0.8182,0.7143,0.0172,3.2654,22.25,0.4773,1.8987,5.0,4
gutenberg_85706_227,baseline,gutenberg_fiction,,,,,244,68.741,13.683,0.6311,97.33,2.0,5,41.167,7.485,0.7,0.8182,0.01,3.015,19.0,0.4523,1.6833,4.833,6
gutenberg_85706_228,baseline,gutenberg_fiction,,,,,187,61.647,15.008,0.6524,96.57,1.6,3,38.0,8.636,0.5385,0.7727,0.0247,2.849,18.0,0.4486,1.5888,4.8,5
gutenberg_85706_231,baseline,gutenberg_fiction,,,,,190,64.852,12.717,0.6526,80.33,1.4286,3,27.571,8.391,0.7857,0.6957,0.0488,3.0147,19.714,0.4839,1.6758,3.857,7
gutenberg_85706_232,baseline,gutenberg_fiction,,,,,162,65.063,12.48,0.6667,95.75,1.4,2,32.6,8.579,0.8571,0.7368,0.0588,2.9659,16.2,0.4684,1.6662,4.4,5
gutenberg_85706_233,baseline,gutenberg_fiction,,,,,239,78.589,10.067,0.636,125.18,1.75,3,30.75,6.474,0.8,0.7895,0.0099,2.7185,14.625,0.4244,1.3105,3.75,8
gutenberg_85706_234,baseline,gutenberg_fiction,,,,,146,55.635,17.886,0.7055,104.77,2.75,3,36.5,5.84,0.8889,0.84,0.0469,2.8676,19.5,0.4789,1.5949,4.0,4
gutenberg_85706_236,baseline,gutenberg_fiction,,,,,183,61.028,12.952,0.6612,96.85,1.6667,4,31.167,7.192,0.75,0.7692,0.0617,2.5624,13.833,0.5083,1.3091,3.667,6
gutenberg_85706_238,baseline,gutenberg_fiction,,,,,193,57.95,12.159,0.658,101.42,1.125,2,24.625,9.85,0.5714,0.6,0.0449,2.7545,14.875,0.4603,1.4342,3.75,8
gutenberg_85706_239,baseline,gutenberg_fiction,,,,,209,58.139,16.201,0.6411,105.19,1.6667,3,35.667,7.643,0.7857,0.7857,0.0323,2.7765,22.667,0.4904,1.5039,3.667,6
